CustomerID,Contract,"Payment Method","Tenure Months","Total Revenue",Gender,Age,"Internet Type","Customer Status","Churn Category"
5207-PLSTK,Month-to-month,"Mailed check",1,75.01,Male,32,DSL,Joined,
6701-DHKWQ,"Two year","Credit card (automatic)",61,3244.4,Female,38,DSL,Stayed,
6732-VAILE,"Two year","Credit card (automatic)",70,8035.95,Male,33,Cable,Stayed,
1550-EENBN,Month-to-month,"Electronic check",31,4622.61,Female,23,"Fiber Optic",Stayed,
5440-VHLUL,"One year","Bank transfer (automatic)",69,10461.38,Male,48,"Fiber Optic",Stayed,
9786-IJYDL,"Two year","Mailed check",35,4981.55,Female,49,"Fiber Optic",Stayed,
8512-WIWYV,"One year","Credit card (automatic)",32,1884.46,Male,20,None,Stayed,
5117-ZSMHQ,"Two year","Bank transfer (automatic)",71,9160.17,Female,22,DSL,Stayed,
4683-WYDOU,"Two year","Bank transfer (automatic)",62,9059.14,Male,54,"Fiber Optic",Stayed,
4299-OPXEJ,"Two year","Bank transfer (automatic)",56,1858.39,Female,57,None,Stayed,
4682-BLBUC,"One year","Electronic check",44,4528.37,Male,19,DSL,Stayed,
5206-HPJKM,Month-to-month,"Credit card (automatic)",17,1506.71,Male,64,DSL,Stayed,
3243-ZHOHY,"One year","Mailed check",16,626.55,Female,35,None,Stayed,
3284-SVCRO,"Two year","Mailed check",45,3025.45,Female,35,None,Stayed,
3162-ZJZFU,Month-to-month,"Electronic check",53,6068.94,Male,25,"Fiber Optic",Stayed,
9633-DENPU,Month-to-month,"Bank transfer (automatic)",47,2873.8,Female,53,Cable,Stayed,
3002-WQZWT,Month-to-month,"Electronic check",29,2468.27,Female,25,"Fiber Optic",Stayed,
5619-XZZKR,"One year","Mailed check",4,95.64,Male,47,None,Stayed,
6476-YHMGA,Month-to-month,"Bank transfer (automatic)",15,1752.15,Female,63,DSL,Stayed,
7989-VCQOH,Month-to-month,"Electronic check",18,1796.37,Male,29,DSL,Stayed,
0130-SXOUN,Month-to-month,"Credit card (automatic)",66,9200.36,Male,55,"Fiber Optic",Stayed,
5084-OOVCJ,Month-to-month,"Credit card (automatic)",17,1264.41,Female,25,DSL,Stayed,
3644-QXEHN,Month-to-month,"Electronic check",13,1907.1,Male,60,"Fiber Optic",Stayed,
5651-WYIPH,Month-to-month,"Credit card (automatic)",18,1606.09,Female,69,Cable,Stayed,
4360-QRAVE,Month-to-month,"Electronic check",37,1315,Male,75,DSL,Stayed,
0136-IFMYD,"Two year","Electronic check",69,8904.54,Male,71,"Fiber Optic",Stayed,
1125-SNVCK,Month-to-month,"Mailed check",49,3832.45,Female,78,DSL,Stayed,
7472-EQOAV,"One year","Bank transfer (automatic)",71,8320.71,Male,76,"Fiber Optic",Stayed,
4868-AADLV,"One year","Electronic check",66,8078.07,Male,77,"Fiber Optic",Stayed,
9129-UXERG,Month-to-month,"Credit card (automatic)",18,1839.21,Female,65,"Fiber Optic",Stayed,
5248-YGIJN,"Two year","Credit card (automatic)",72,7155.69,Male,36,DSL,Stayed,
7639-LIAYI,"Two year","Credit card (automatic)",52,5734.12,Male,23,Cable,Stayed,
3282-ZISZV,"One year","Credit card (automatic)",32,3832.66,Male,56,DSL,Stayed,
7277-OZCGZ,Month-to-month,"Electronic check",22,2018.25,Female,40,"Fiber Optic",Stayed,
2267-FPIMA,Month-to-month,"Credit card (automatic)",50,5793.9,Male,27,"Fiber Optic",Stayed,
4194-WHFCB,Month-to-month,"Bank transfer (automatic)",59,8416.93,Female,35,"Fiber Optic",Stayed,
9036-CSKBW,"One year","Bank transfer (automatic)",51,6050.68,Female,62,"Fiber Optic",Stayed,
0661-WCQNQ,"One year","Credit card (automatic)",22,1561.16,Male,56,DSL,Stayed,
5478-JJVZK,Month-to-month,"Mailed check",33,2551.62,Female,38,DSL,Stayed,
2592-YKDIF,Month-to-month,"Mailed check",1,64.44,Female,47,None,Joined,
6979-TNDEU,Month-to-month,"Mailed check",8,271.41,Female,42,None,Stayed,
4815-YOSUK,"One year","Credit card (automatic)",72,10502.46,Male,22,"Fiber Optic",Stayed,
9570-KYEUA,"Two year","Credit card (automatic)",64,8888.01,Male,38,"Fiber Optic",Stayed,
1174-FGIFN,"One year","Electronic check",28,3245.09,Female,44,"Fiber Optic",Stayed,
6968-MHOMU,"One year","Credit card (automatic)",58,2689.35,Male,53,Cable,Stayed,
9817-APLHW,Month-to-month,"Electronic check",12,343.68,Male,37,None,Stayed,
0487-CRLZF,"Two year","Bank transfer (automatic)",49,4089.89,Female,58,DSL,Stayed,
6473-ULUHT,Month-to-month,"Electronic check",16,1544.81,Male,22,DSL,Stayed,
3453-RTHJQ,Month-to-month,"Electronic check",6,546.9,Male,59,"Fiber Optic",Stayed,
9702-AIUJO,"One year","Bank transfer (automatic)",50,4025.13,Male,22,DSL,Stayed,
5712-VBOXD,Month-to-month,"Credit card (automatic)",4,73.65,Female,53,None,Stayed,
0757-WCUUZ,"Two year","Credit card (automatic)",54,5357.96,Male,29,DSL,Stayed,
0853-NWIFK,"One year","Electronic check",45,4530.3,Female,27,"Fiber Optic",Stayed,
6743-HHQPF,Month-to-month,"Credit card (automatic)",42,1097.15,Male,26,DSL,Stayed,
1376-HHBDV,Month-to-month,"Mailed check",30,1858.95,Female,37,DSL,Stayed,
7167-PCEYD,"Two year","Mailed check",67,1627.54,Male,31,None,Stayed,
0239-OXEXL,Month-to-month,"Mailed check",46,5938.02,Female,37,"Fiber Optic",Stayed,
3039-MJSLN,Month-to-month,"Bank transfer (automatic)",3,105.89,Male,36,None,Joined,
3736-BLEPA,"One year","Bank transfer (automatic)",28,2866.97,Male,50,"Fiber Optic",Stayed,
7798-JVXYM,Month-to-month,"Electronic check",14,1439.54,Female,52,DSL,Stayed,
2758-RNWXS,"One year","Electronic check",35,4987.65,Male,60,"Fiber Optic",Stayed,
9586-JGQKH,"Two year","Bank transfer (automatic)",64,9915.15,Female,61,"Fiber Optic",Stayed,
1465-LNTLJ,Month-to-month,"Credit card (automatic)",8,786.26,Male,78,Cable,Stayed,
5897-ZYEKH,"One year","Electronic check",67,7910.12,Female,74,"Fiber Optic",Stayed,
0533-UCAAU,"One year","Credit card (automatic)",57,6885.22,Male,72,DSL,Stayed,
3528-HFRIQ,Month-to-month,"Bank transfer (automatic)",71,3805.05,Male,73,Cable,Stayed,
7537-CBQUZ,Month-to-month,"Bank transfer (automatic)",63,8676.38,Male,68,"Fiber Optic",Stayed,
4627-MIHJH,"Two year","Credit card (automatic)",69,9082.15,Female,72,"Fiber Optic",Stayed,
5481-NTDOH,"One year","Credit card (automatic)",67,9719.99,Female,67,"Fiber Optic",Stayed,
4192-GORJT,Month-to-month,"Electronic check",5,694.9,Male,43,"Fiber Optic",Churned,Competitor
5909-ECHUI,Month-to-month,"Electronic check",1,82.39,Female,49,DSL,Churned,Price
3714-NTNFO,Month-to-month,"Electronic check",49,5239.5,Female,49,"Fiber Optic",Stayed,
5229-DTFYB,"Two year","Bank transfer (automatic)",41,4352.72,Female,64,"Fiber Optic",Stayed,
2731-GJRDG,"One year","Bank transfer (automatic)",32,3755.52,Female,55,"Fiber Optic",Stayed,
2753-JMMCV,"Two year","Credit card (automatic)",65,6250.6,Male,41,DSL,Stayed,
8812-ZRHFP,"One year","Electronic check",30,3990.95,Female,53,"Fiber Optic",Stayed,
1866-NXPSP,"One year","Mailed check",36,3932.15,Female,48,Cable,Stayed,
3253-HKOKL,"One year","Electronic check",52,5659.93,Female,31,"Fiber Optic",Stayed,
1866-OBPNR,Month-to-month,"Credit card (automatic)",1,117.59,Male,28,"Fiber Optic",Joined,
9995-HOTOH,"Two year","Electronic check",63,3707.6,Male,36,Cable,Stayed,
7801-CEDNV,"One year","Credit card (automatic)",27,1665.02,Male,33,DSL,Stayed,
1178-PZGAB,"One year","Credit card (automatic)",19,736.48,Female,45,None,Stayed,
9308-ANMVE,Month-to-month,"Electronic check",47,3840.8,Male,52,Cable,Stayed,
6161-ERDGD,"One year","Electronic check",71,7962.96,Male,57,DSL,Stayed,
2371-JUNGC,Month-to-month,"Mailed check",11,522.82,Male,46,None,Stayed,
2931-XIQBR,"One year","Mailed check",50,7527.5,Female,41,"Fiber Optic",Stayed,
5294-IMHHT,"One year","Bank transfer (automatic)",53,6789.02,Male,44,"Fiber Optic",Stayed,
1406-PUQVY,Month-to-month,"Electronic check",1,56.25,Male,29,DSL,Joined,
8173-RXAYP,"Two year","Mailed check",24,1182.39,Female,51,None,Stayed,
6872-HXFNF,"One year","Bank transfer (automatic)",64,6334.37,Female,27,DSL,Stayed,
3530-VWVGU,Month-to-month,"Mailed check",22,1489.52,Female,27,None,Stayed,
1987-AUELQ,"Two year","Credit card (automatic)",71,5057.34,Female,46,None,Stayed,
5320-BRKGK,"Two year","Mailed check",58,4582.21,Female,28,DSL,Stayed,
3173-NVMPX,Month-to-month,"Mailed check",9,711.44,Female,51,DSL,Stayed,
8049-WJCLQ,Month-to-month,"Mailed check",10,761.2,Male,50,DSL,Stayed,
9402-CXWPL,"One year","Electronic check",70,7425.9,Female,25,"Fiber Optic",Stayed,
0082-LDZUE,Month-to-month,"Mailed check",1,87.25,Male,54,DSL,Joined,
9638-JIQYA,Month-to-month,"Credit card (automatic)",2,59.7,Male,22,DSL,Joined,
6394-HHHZM,Month-to-month,"Mailed check",3,172.73,Male,27,None,Joined,
9717-IOAAF,"Two year","Credit card (automatic)",27,860.1,Male,54,None,Stayed,
3472-QPRCH,"Two year","Credit card (automatic)",40,2080.39,Male,43,None,Stayed,
2233-TXSIU,"One year","Credit card (automatic)",17,792.15,Male,20,DSL,Stayed,
2834-JKOOW,"One year","Mailed check",15,677.18,Female,60,DSL,Stayed,
5893-KCLGT,"Two year","Mailed check",72,2636.14,Female,56,None,Stayed,
0481-SUMCB,"One year","Bank transfer (automatic)",45,6270.75,Female,74,"Fiber Optic",Stayed,
9137-NOQKA,Month-to-month,"Electronic check",2,51.26,Male,80,None,Joined,
5144-TVGLP,Month-to-month,"Electronic check",38,5391.66,Male,68,"Fiber Optic",Stayed,
2880-FPNAE,Month-to-month,"Electronic check",2,154.68,Male,69,"Fiber Optic",Joined,
6726-WEXXK,"One year","Electronic check",27,3330.07,Male,72,"Fiber Optic",Stayed,
6172-FECYY,Month-to-month,"Electronic check",49,6195.25,Male,55,"Fiber Optic",Churned,Competitor
3887-PBQAO,"One year","Credit card (automatic)",45,2228.65,Female,48,None,Stayed,
8402-OOOHJ,"Two year","Mailed check",41,2131.57,Female,53,None,Stayed,
6582-OIVSP,Month-to-month,"Mailed check",1,92.66,Female,25,Cable,Joined,
9680-NIAUV,"Two year","Credit card (automatic)",72,9472.82,Female,42,"Fiber Optic",Stayed,
2146-EGVDT,"Two year","Credit card (automatic)",59,2701.33,Male,33,None,Stayed,
0699-NDKJM,Month-to-month,"Bank transfer (automatic)",57,3437.45,Female,45,Cable,Stayed,
8266-VBFQL,Month-to-month,"Electronic check",4,484.33,Male,55,"Fiber Optic",Stayed,
7156-MXBJE,"One year","Credit card (automatic)",43,3799.32,Female,29,DSL,Stayed,
3845-JHAMY,Month-to-month,"Credit card (automatic)",16,632.7,Female,48,Cable,Stayed,
3312-UUMZW,Month-to-month,"Credit card (automatic)",32,4678.38,Male,33,"Fiber Optic",Stayed,
3283-WCWXT,"Two year","Mailed check",6,343.68,Male,58,None,Stayed,
5356-KZCKT,"Two year","Credit card (automatic)",58,1651.64,Male,42,None,Stayed,
1568-LJSZU,"Two year","Credit card (automatic)",68,9002.69,Male,39,DSL,Stayed,
9261-WDCAF,Month-to-month,"Mailed check",3,289.69,Male,64,DSL,Joined,
4452-ROHMO,"Two year","Mailed check",15,923.95,Female,64,None,Stayed,
8894-JVDCV,"One year","Credit card (automatic)",62,9417.53,Female,39,"Fiber Optic",Stayed,
4957-TIALW,"One year","Credit card (automatic)",15,1311.65,Female,26,Cable,Stayed,
4061-UKJWL,Month-to-month,"Mailed check",3,202.81,Male,35,Cable,Joined,
0962-CQPWQ,"Two year","Bank transfer (automatic)",62,1445.57,Female,57,None,Stayed,
8780-YRMTT,"Two year","Mailed check",66,3177.25,Female,64,DSL,Stayed,
4531-AUZNK,"One year","Mailed check",51,5939.47,Female,21,"Fiber Optic",Stayed,
6461-SZMCV,"Two year","Bank transfer (automatic)",71,7008.61,Female,46,DSL,Stayed,
9375-MHRRS,Month-to-month,"Mailed check",6,466.41,Male,37,DSL,Stayed,
5993-JSUWV,"Two year","Bank transfer (automatic)",66,5427.87,Female,25,DSL,Stayed,
7993-NQLJE,Month-to-month,"Mailed check",15,1642.5,Male,39,"Fiber Optic",Stayed,
7850-THJMU,"Two year","Credit card (automatic)",26,825.36,Female,40,None,Stayed,
4132-KALRO,Month-to-month,"Mailed check",4,441.01,Female,31,"Fiber Optic",Stayed,
8690-ZVLCL,"Two year","Credit card (automatic)",68,9160.58,Female,49,DSL,Stayed,
9391-LMANN,"One year","Electronic check",53,6825.12,Male,38,"Fiber Optic",Stayed,
8610-ZIKJJ,"One year","Mailed check",2,102.74,Female,57,None,Joined,
3612-YUNGG,"Two year","Credit card (automatic)",64,7602.57,Male,53,"Fiber Optic",Stayed,
6837-HAEVO,"Two year","Electronic check",69,8849.56,Male,47,"Fiber Optic",Stayed,
2176-OSJUV,"Two year","Bank transfer (automatic)",71,7561.78,Male,29,DSL,Stayed,
1329-VHWNP,Month-to-month,"Bank transfer (automatic)",7,189.95,Female,42,DSL,Stayed,
0440-QEXBZ,Month-to-month,"Mailed check",44,2949.58,Female,64,DSL,Stayed,
0608-JDVEC,"Two year","Electronic check",50,1106.7,Male,55,None,Stayed,
0595-ITUDF,Month-to-month,"Electronic check",64,8173.62,Male,21,"Fiber Optic",Stayed,
3178-CIFOT,"One year","Credit card (automatic)",23,717.53,Female,34,None,Stayed,
2535-PBCGC,"Two year","Bank transfer (automatic)",70,4458.84,Female,21,Cable,Stayed,
5627-TVBPP,"One year","Credit card (automatic)",35,1537.7,Female,44,None,Stayed,
2038-YSEZE,Month-to-month,"Mailed check",29,2199.56,Female,48,DSL,Stayed,
6365-HITVU,"Two year","Credit card (automatic)",71,9742.38,Female,24,Cable,Stayed,
6369-MCAKO,"Two year","Bank transfer (automatic)",68,9443.68,Female,50,DSL,Stayed,
7203-OYKCT,"One year","Electronic check",72,9961.84,Male,45,"Fiber Optic",Stayed,
3186-AJIEK,"Two year","Bank transfer (automatic)",66,8887.86,Male,44,"Fiber Optic",Stayed,
6048-UWKAL,"Two year","Credit card (automatic)",69,8336.86,Female,73,"Fiber Optic",Stayed,
2675-DHUTR,Month-to-month,"Electronic check",58,7585.08,Male,80,"Fiber Optic",Stayed,
8910-LEDAG,Month-to-month,"Credit card (automatic)",34,2868.67,Male,72,"Fiber Optic",Stayed,
2988-GBIVW,Month-to-month,"Electronic check",70,9165.1,Female,68,"Fiber Optic",Stayed,
1041-RXHRA,Month-to-month,"Bank transfer (automatic)",41,4540.03,Female,25,"Fiber Optic",Churned,Attitude
1122-JWTJW,Month-to-month,"Mailed check",1,108.33,Male,64,"Fiber Optic",Churned,Competitor
9227-UAQFT,"Two year","Mailed check",16,927.07,Male,40,None,Stayed,
0913-XWSCN,Month-to-month,"Bank transfer (automatic)",55,7017.35,Male,29,"Fiber Optic",Stayed,
0392-BZIUW,"Two year","Credit card (automatic)",72,8063.56,Female,44,"Fiber Optic",Stayed,
2732-ISEZX,Month-to-month,"Mailed check",5,227.35,Female,44,None,Stayed,
9091-WTUUY,"Two year","Mailed check",64,6095.11,Male,30,DSL,Stayed,
4730-AWNAU,"One year","Credit card (automatic)",36,2234.55,Male,59,DSL,Stayed,
8681-ICONS,Month-to-month,"Mailed check",29,1369.41,Male,20,None,Stayed,
6968-GMKPR,Month-to-month,"Electronic check",55,5738.2,Female,39,"Fiber Optic",Stayed,
0620-XEFWH,Month-to-month,"Mailed check",4,240.36,Male,41,None,Stayed,
5930-GBIWP,"Two year","Credit card (automatic)",69,5776.81,Male,46,Cable,Stayed,
8763-KIAFH,"One year","Mailed check",27,1149.22,Female,37,None,Stayed,
3318-NMQXL,Month-to-month,"Electronic check",3,313.6,Male,58,"Fiber Optic",Joined,
9779-DPNEJ,Month-to-month,"Electronic check",22,2526.77,Female,59,"Fiber Optic",Stayed,
6770-UAYGJ,"Two year","Mailed check",49,2860.5,Female,23,None,Stayed,
6974-DAFLI,"One year","Electronic check",55,1320.45,Female,54,None,Stayed,
7021-XSNYE,"Two year","Credit card (automatic)",7,305.55,Male,46,DSL,Stayed,
6484-LATFU,"Two year","Mailed check",68,2054.52,Male,20,None,Stayed,
1843-TLSGD,"Two year","Mailed check",13,631.41,Female,56,None,Stayed,
0384-LPITE,"One year","Credit card (automatic)",40,2511.55,Male,38,Cable,Stayed,
8663-UPDGF,Month-to-month,"Bank transfer (automatic)",26,2460.45,Female,54,DSL,Stayed,
6036-TTFYU,Month-to-month,"Mailed check",16,1037.38,Female,48,None,Stayed,
6357-JJPQT,Month-to-month,"Electronic check",3,312.93,Female,48,"Fiber Optic",Joined,
8219-VYBVI,"Two year","Mailed check",39,2952.4,Male,52,None,Stayed,
1101-SSWAG,Month-to-month,"Electronic check",15,1178.1,Female,60,DSL,Stayed,
5061-PBXFW,Month-to-month,"Bank transfer (automatic)",32,3357.77,Female,49,DSL,Stayed,
1494-EJZDW,"Two year","Mailed check",10,407,Female,51,None,Stayed,
1384-RCUXW,Month-to-month,"Mailed check",16,1795.78,Male,58,"Fiber Optic",Stayed,
4973-MGTON,"Two year","Credit card (automatic)",71,6188.69,Female,33,DSL,Stayed,
3097-IDVPU,Month-to-month,"Credit card (automatic)",19,1210.38,Male,51,DSL,Stayed,
6981-TDRFT,"One year","Electronic check",44,2327.1,Male,25,DSL,Stayed,
8033-VCZGH,"One year","Electronic check",50,6395.3,Male,27,"Fiber Optic",Stayed,
4129-LYCOI,"Two year","Electronic check",67,7879.23,Female,28,"Fiber Optic",Stayed,
2911-IJORQ,"One year","Bank transfer (automatic)",37,4996.93,Male,42,DSL,Stayed,
6728-VOIFY,"One year","Electronic check",63,7431.88,Female,20,"Fiber Optic",Stayed,
5136-GFPMB,Month-to-month,"Credit card (automatic)",54,6776.78,Male,44,"Fiber Optic",Stayed,
8495-LJDFO,Month-to-month,"Bank transfer (automatic)",64,8574.34,Female,76,"Fiber Optic",Stayed,
6941-KXRRV,"One year","Bank transfer (automatic)",48,4442.34,Female,65,DSL,Stayed,
1409-PHXTF,"Two year","Electronic check",54,7835.99,Male,77,"Fiber Optic",Stayed,
5135-GRQJV,"Two year","Mailed check",72,8735.15,Male,75,"Fiber Optic",Stayed,
4833-QTJNO,Month-to-month,"Bank transfer (automatic)",67,8597.1,Male,66,"Fiber Optic",Stayed,
4548-SDBKE,Month-to-month,"Electronic check",5,647.25,Female,26,"Fiber Optic",Churned,Attitude
9102-IAYHT,Month-to-month,"Electronic check",17,2263.52,Female,29,"Fiber Optic",Churned,Attitude
4745-LSPLO,Month-to-month,"Mailed check",1,40.35,Male,22,None,Churned,Attitude
3077-RSNTJ,Month-to-month,"Mailed check",6,146.62,Female,29,None,Stayed,
2277-AXSDC,"One year","Bank transfer (automatic)",32,2025.75,Female,46,None,Stayed,
0505-SPOOW,"Two year","Bank transfer (automatic)",70,2217.35,Female,41,None,Stayed,
5173-ZXXXL,"One year","Mailed check",2,110.6,Male,47,None,Joined,
9087-EYCPR,"Two year","Mailed check",60,3869.65,Female,63,None,Stayed,
0013-MHZWF,Month-to-month,"Credit card (automatic)",9,722.38,Female,23,Cable,Stayed,
3161-ONRWK,"One year","Bank transfer (automatic)",60,6542.5,Male,35,DSL,Stayed,
0196-JTUQI,Month-to-month,"Credit card (automatic)",9,717.28,Female,59,"Fiber Optic",Stayed,
1657-DYMBM,"Two year","Credit card (automatic)",53,2936.43,Male,35,None,Stayed,
7994-UYIVZ,Month-to-month,"Bank transfer (automatic)",8,1046.17,Male,62,"Fiber Optic",Stayed,
7717-BICXI,"Two year","Mailed check",60,2144.05,Male,37,None,Stayed,
8868-GAGIO,Month-to-month,"Mailed check",45,4739.95,Male,49,"Fiber Optic",Stayed,
7629-WIXZF,"One year","Electronic check",7,417.06,Female,32,DSL,Stayed,
5384-ZTTWP,Month-to-month,"Mailed check",15,515.85,Female,49,None,Stayed,
3082-VQXNH,Month-to-month,"Credit card (automatic)",3,94.4,Male,62,DSL,Joined,
9938-EKRGF,Month-to-month,"Mailed check",15,1422.4,Female,58,Cable,Stayed,
9618-LFJRU,Month-to-month,"Credit card (automatic)",4,95.05,Female,31,None,Stayed,
6656-JWRQX,Month-to-month,"Mailed check",1,70.55,Female,60,DSL,Joined,
7421-ZLUPA,Month-to-month,"Mailed check",8,226.95,Female,57,DSL,Stayed,
6016-NXBNJ,"One year","Mailed check",35,908.9,Male,53,None,Stayed,
6481-LXPWL,"One year","Credit card (automatic)",56,2031.5,Male,61,DSL,Stayed,
6333-YDVLT,"One year","Credit card (automatic)",65,9290.8,Male,61,"Fiber Optic",Stayed,
5542-DHSXL,Month-to-month,"Mailed check",4,262.13,Female,36,Cable,Stayed,
7161-DFHUF,"Two year","Mailed check",71,3176.59,Female,55,None,Stayed,
2885-HIJDH,"Two year","Bank transfer (automatic)",69,8012.25,Male,47,DSL,Stayed,
1935-IMVBB,Month-to-month,"Mailed check",56,5123.53,Male,43,"Fiber Optic",Stayed,
1448-CYWKC,"One year","Credit card (automatic)",58,8685.15,Female,61,"Fiber Optic",Stayed,
6833-JMZYP,Month-to-month,"Credit card (automatic)",15,1734.65,Female,54,"Fiber Optic",Stayed,
1346-PJWTK,Month-to-month,"Credit card (automatic)",61,6813.38,Male,63,"Fiber Optic",Stayed,
5982-XMDEX,"Two year","Bank transfer (automatic)",65,3889.7,Female,42,None,Stayed,
4423-JWZJN,"One year","Credit card (automatic)",64,8531.55,Male,57,"Fiber Optic",Stayed,
7634-HLQJR,"Two year","Credit card (automatic)",47,1084.38,Female,52,None,Stayed,
9074-KGVOX,Month-to-month,"Credit card (automatic)",50,2021.35,Male,44,DSL,Stayed,
2478-EEWWM,Month-to-month,"Electronic check",59,2686.75,Male,21,DSL,Stayed,
4747-LCAQL,Month-to-month,"Mailed check",25,2090.75,Male,28,DSL,Stayed,
4526-RMTLL,"Two year","Credit card (automatic)",8,944.04,Male,32,DSL,Stayed,
1785-BPHTP,Month-to-month,"Electronic check",28,2378.94,Male,64,"Fiber Optic",Stayed,
8016-ZMGMO,"One year","Bank transfer (automatic)",66,7643.51,Female,73,Cable,Stayed,
6407-UTSLV,Month-to-month,"Bank transfer (automatic)",2,229.66,Female,76,"Fiber Optic",Joined,
4079-VTGLK,"Two year","Electronic check",30,3396.75,Male,77,DSL,Stayed,
2277-VWCNI,Month-to-month,"Mailed check",4,304.37,Female,65,DSL,Stayed,
4135-FRWKJ,"One year","Electronic check",55,6055.9,Female,66,Cable,Stayed,
7872-RDDLZ,Month-to-month,"Electronic check",67,6970.31,Female,68,DSL,Stayed,
5364-EVNIB,Month-to-month,"Electronic check",13,1374.89,Male,61,"Fiber Optic",Churned,Dissatisfaction
0231-LXVAP,Month-to-month,"Electronic check",1,120.46,Male,23,"Fiber Optic",Churned,Competitor
1518-VOWAV,Month-to-month,"Electronic check",9,1031.42,Female,31,DSL,Churned,Competitor
7242-QZLXF,Month-to-month,"Electronic check",1,35.3,Male,20,Cable,Churned,Competitor
7660-HDPJV,Month-to-month,"Electronic check",1,79.28,Female,51,"Fiber Optic",Churned,Dissatisfaction
2954-PIBKO,"Two year","Credit card (automatic)",69,7045.82,Female,64,Cable,Stayed,
3780-YVMFA,Month-to-month,"Electronic check",8,803.87,Female,33,Cable,Stayed,
